id,title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year
23690,Nice Little Earner,Nice Little Earner,4 Or 5 Magicians,180.55791,0.568522397845,0.286263442117,2009
23691,Ultra Magnetic,Sabotage part 2,Wizzy Noise,476.60363,0.585681171493,0.425852817109,2006
23692,Drives Me Up  The Wall,Volksworld,Steve Bug,478.17098,0.466278345558,0.183882082888,0
23693,Sa Golo,Je chanterai pour toi - I'll sing for you (original soundtracks) (Musique originale du film de Jacq,Boubacar Traoré_ Rokia Traoré,296.202,0.572105421741,0.362954186407,0
23694,No Sudden Revelations,Absence,Paper Route,201.03791,0.69173841195,0.429247895056,2009
23695,Never Stop,Never Stop,Planetshakers,235.4673,0.671992294082,0.502417219797,2006
23696,Niemand wird so wieder werden,Das Buch,Puhdys,282.27873,0.547528484021,0.423975472699,1984
23697,Way Out,Come Clean,Dwarves,90.25261,0.670811963634,0.4272098791,2000
23698,Honky Tonk Train Blues,Great Jazz Pianists,Meade Lux Lewis,198.5824,0.365204402642,0.319804966822,1987
23699,Listening To Lindberg,Huraratelyart,Sex Machine,118.07302,0.465124633588,0.298185251217,0
23700,Kick Out The Parasites,New Flag,Stage Bottles,211.722,0.576583425568,0.434606403591,2004
23701,Deeper Love,Deeer Love (Remixes),Ruff Driverz,319.65995,0.463230962846,0.359852732115,1998
23702,School Gates,Knowle West Boy,Tricky,227.10812,0.801385061105,0.52648310313,2008
23703,Bloodfrozen,The Secrets Of The Black Arts,Dark Funeral,258.76853,0.683999894817,0.492446522423,1996
23704,Still Kickin,Music Of Life,V/A Music Of Life,343.64036,0.635660745952,0.475725639591,0
23705,I'll Be Back Someday,Coming Your Way,The Nimmo Brothers,211.27791,0.470104256557,0.164149637448,0
23706,Oblivion,Dance to the Geräusche,Lars Klein,310.43873,0.495322572343,0.296334676224,0
23707,Johnny Law,That's What Daddy Wants,Wayne Hancock,253.77914,0.622561597338,0.405883960663,1997
23708,Song Of Hope (Heaven Come Down) (Acoustic),Miracle (Deluxe Edition),Robbie Seay Band,261.27628,0.651410229043,0.459304186759,0
23709,Rocks & Reeds,On The Brink of it All,Ever Stays Red,43.17995,0.593744882236,0.326899973867,2008
23710,Tonight,The Echoing Green,Echoing Green_ The,207.17669,0.590603971761,0.421199451343,1998
23711,The Moving Room,Close Calls With Brick Walls / Mother of Mankind,Andrew W.K.,214.20363,0.698532476696,0.509456000853,2006
23712,We Ride Tonight,Prior to the Fire,Priestess,243.04281,0.707170745796,0.46289478094,2009
23713,Inj Nahin Karinde,Sad Songs Of Gurdas Mann,Gurdas Mann,228.362,0.396671225926,0.413847648212,0
23714,Put Your Hands Up,Escape From Alcatraz,Rasco,233.01179,0.596085186254,0.417732206819,2003
23715,Hearts Of Stone,Country & Western,Red Foley,120.31955,0.48170358567,0.342626790602,0
23716,Insane,Laptop 2.0,Slapstick_ Frederic De Carvalho,313.7824,0.555110206381,0.347840457996,0
23717,Ketchup Sandwich,To The Innocent,Thingy,180.40118,0.508013461459,0.352165353028,2000
23718,Namely You,Percy Faith Plays Music From The Broadway Production Li'l Abner,Percy Faith,177.94567,0.566796474833,0.388112773806,0
23719,Hahnenkampf,Hahnenkampf Live,K.I.Z.,225.33179,0.739834488992,0.496783014755,2007
23720,Bubwah,King Tubbys Rarities,Wailing Souls,238.13179,0.593262654756,0.372069058228,0
23721,Popquorn,Drive Time,Ceephax,54.7522,0.574626704444,0.373961772012,2009
23722,Tek Dat,Push And Shove,Hepcat,229.43302,0.630379064139,0.42467002771,2000
23723,Banana Blubb,Banana Blubb,Marcel,199.47057,0.673707515289,0.341579588635,0
23724,Take A Bow,Take A Bow,Rihanna,514.16771,0.917863905848,0.969246490071,2008
23725,Joa se zvijezde sjaje,}ivim Po Svome,Lisac Josipa,254.4322,0.475227766626,0.433469532654,0
23726,Still Here,The Phoenix,Lyfe Jennings feat. Three 6 Mafia and Project Pat,286.45832,0.727431752347,0.529298819872,2006
23727,Adele,BB02,Barcode Brothers,217.96526,0.575267829679,0.422679061368,2002
23728,Koka,Dark & Direct,Bally Jagpal,191.05914,0.426073147517,0.329584272884,0
23729,Surtei,Teletransporte,Autoramas,252.86485,0.592064387074,0.359906735535,2007
23730,Devil You Call Love,The House We Built,Alisha's Attic,218.64444,0.550436066935,0.412800421006,2001
23731,Only U,Only U / Turn It Up,Ashanti,403.09506,0.801795345929,0.511998491206,2004
23732,September In The Rain,Love,Julie London,105.84771,0.65563483452,0.48013705382,1956
23733,Spanish Blood,Hallelujah Rock'n'Rollah,The Flaming Sideburns,249.15546,0.577370310714,0.372741942352,2001
23734,Contradictions,Five of a Kind_ Aces High,The Paradigm,222.85016,0.591231003009,0.32258303925,0
23735,Time,Time To Make The Donuts,Alcohol Funnycar,278.69995,0.424224826336,0.31255981253,1993
23736,You Ain't Like Us,Life Unscripted,Garcia,204.93016,0.597702850203,0.305738582833,0
23737,On The Edge,Sink With Kalifornija,Youth Brigade,160.33914,0.646884179741,0.419488735215,1982
23738,Dracula,Vampayah - Ina Showcase Style,No More Babylon,257.64526,0.552091007325,0.323731280101,0
23739,Ordinary Perfection,Ordinary Perfection,Mike EFEX,471.40526,0.49090626575,0.0,0
23740,Wanted,Be Not Nobody,Vanessa Carlton,233.97832,0.761014637502,0.576060907056,2002
23741,It's Love,When I See You,Macy Gray,336.71791,0.742951140449,0.500485977711,2003
23742,Bullhead City,Acoustic Landscape,Steve Hammond,159.9473,0.0376273994225,0.0,0
23743,Buttons And Bows,Tea For Two,Dinah Shore,123.0624,0.70001420428,0.430448343038,1947
23744,How Much I Feel,Re-Records,Ambrosia,408.31955,0.592241172844,0.427383161804,0
23745,Never Coming Down Pt. 2 (LP Version),Resident Alien,Spacehog,242.07628,0.589593054323,0.393418457184,1995
23746,Rock Vibration,Run It Red,Yabby You / King Tubby,263.81016,0.222977751069,0.0,0
23747,Some Deaths Take For Ever,Diva Futura,Nightfall,235.12771,0.543061143375,0.353364767023,1999
23748,Clever Kicks,Panic Movement,The Hiss,143.59465,0.518017428063,0.311039478764,2003
23749,Sweet as a Candy Bar (demo),Fourteen Songs,Air Miami,109.97506,0.47053194964,0.406325659249,1994
23750,Southern Cross,Everything Is,Nine Black Alps,213.31546,0.691601802591,0.441126179774,2005
23751,Satisfy You,A Nite Out,Mel Waiters,268.61669,0.375731509071,0.284503207532,0
23752,Insane,Over The Edge,Hurricane,227.97016,0.572431139125,0.346058219921,1988
23753,I Need A Man,Ultimate Collection,Eurythmics,264.202,0.751007620037,0.514380374398,1985
23754,She Wants Him,She Wants Him,Moussa Clarke,479.52934,0.466207549663,0.282063773348,2009
23755,Say You're Sorry,Mixed Emotions,Beverley Craven,268.59057,0.582181762656,0.371316711892,1999
23756,This Is The End,The Needles The Space,Straylight Run,216.58077,0.759765240609,0.478016960664,2007
23757,Wen Nuan De Ji Jie,It's New For Every Moment,XU WEI,274.72934,0.423635362196,0.0,0
23758,Keeping You Doing Things,Things Gonna Get Greater: The Watts Prophets 1969-1971,The Watts Prophets,89.28608,0.352718655632,0.368291561365,2005
23759,Run It Red,Run It Red,Optiv Ft. Rymetyme,319.60771,0.508628772528,0.374740200796,0
23760,Work It Out,Secondhand Dreaming,Ruth,252.13342,0.679172486932,0.443322693107,0
23761,Talking With Myself,Electribal Memories,Electribe 101,383.00689,0.461714519999,0.37045396623,1990
23762,Snakes and Snakes,Tour de Flock - Live At The Point,Bell X1,270.0273,0.672274564238,0.472156167139,2003
23763,Teleportation: LIL,Presidence,Excepter,470.22975,0.605217919644,0.380605572759,2010
23764,What'd I Say,Tony Sheridan & The Savage Young Beatles,Tony Sheridan & The Savage Young Beatles,161.61914,0.382974181469,0.376817373287,0
23765,Errance,Et si s'arrêtait le temps,Morissette,286.82404,0.761775044251,0.597945880108,0
23766,Should I,Corduroy Boogie,Ivana Santilli,260.20526,0.529918941455,0.318230975077,0
23767,Modesty,Prehistoric Knife Fight,Smoke Or Fire,143.46404,0.738507141952,0.461046531384,2010
23768,Burnt,Not 4 Sale,Kardinal Offishall / Lindo P,296.28036,0.798279559842,0.522822342056,2008
23769,Midnight Blues [Live 1990],Essential Montreux,Gary Moore,387.5522,0.761362238446,0.467110648585,0
23770,Sherm,Tekdub / Sherm,Mutt,373.28934,0.546464137875,0.373513517463,0
23771,Detroit Blues (Radio Short Version),Heartdrops,Vince Benedetti meets Diana Krall,204.72118,0.420483008447,0.297881958092,0
23772,La Sagrada Familia - La Noche,The Voyage - A Trip To Elsewhere,Isildurs Bane,120.65914,0.46443981044,0.369349546787,1992
23773,Atland,Ulv! Ulv!,Ym-Stammen,256.9922,0.268419121928,0.244265320965,0
23774,Suzy Is A Headbanger (Demo),The Clockwork Demos,Major Accident,88.63302,0.505029266541,0.34525413925,2000
23775,L'AMOUR N'EST PAS AVEC MOI,Essential,TC Matic,173.63546,0.452671843941,0.354712216178,1983
23776,Half Mast,Walking On A Dream (Special Edition),Empire Of The Sun,234.23955,0.736632720338,0.586403979604,2008
23777,One More Try,The a List,a1,209.44934,0.642409583398,0.509814904182,2000
23778,Voice Of The Hospital,Advance Base Battery Life,Casiotone For The Painfully Alone,57.52118,0.665322161906,0.394217198901,2009
23779,Dr. Mabuse,X,Blue System,267.31057,0.577113315728,0.397852178379,1994
23780,Have This Ever Happened 2-U,Controversee... That's Life... And That's The Way It Is,Freak Nasty,147.46077,0.51127615569,0.402935585202,1996
23781,Soulman,Metaphor EP,Kenny Larkin,369.6322,0.539102166157,0.391103734084,2008
23782,I Find The Way,I Find The Way,Roger Meno,236.43383,0.376170212841,0.336535245284,1986
23783,Headlights On Dark Roads,Eyes Open,Snow Patrol,210.72934,0.818319359139,0.667294595643,2006
23784,Champagne Breakdown,Classic Country Gents Reunion,Country Gentlemen,145.99791,0.510426426588,0.344131365145,0
23785,I Fought The Law (Live at PJ's),Never To Be Forgotten - The Mustang Years,The Bobby Fuller Four,135.94077,0.460701982757,0.364354170575,0
23786,Drive Blind,Smile,Ride,284.76036,0.671996963081,0.408802979196,1990
23787,Disaster,The Commissar Vanishes/The Fall Of Icarus,Michael Nyman,345.12934,0.702544057178,0.535859574848,0
23788,Silver Sun,Hotel Lotus 2,David & Steve Gordon,409.83465,0.387242594708,0.187676300929,0
23789,Nyugtató,Messzerepulo,Ghymes,219.48036,0.502679838517,0.0,2006
23790,Rondo. Alla polacca,Beethoven: Triple Concerto/Septet,David Zinman,783.5424,0.407997239255,0.333108829467,0
23791,Tire-fesses,Chansons c,Oldelaf_ Monsieur D,186.53995,0.360521011526,0.279976025033,2005
23792,Untitled 11,Studio 1,Box,279.48363,0.625928646289,0.276944946636,0
23793,All By Myself,Fountain Jukebox 5 - Cool For Cats,Johnny Burnette And The Rock n Roll Trio,127.37261,0.249824400259,0.358253281681,1989
23794,T' Asteri Tou Voria,Fegari Erotevmeno,Mario Frangoulis,166.29506,0.531665688889,0.432566356617,0
23795,Have a Nice Flight,Passenger 57 music from the original motion picture soundtrack,Stanley Clarke,102.29506,0.657883116345,0.464886257132,0
23796,Witness,Shopliftin' Gabba,Shitmat,251.402,0.619965909383,0.376966724376,2003
23797,Forever Yours (Tunnel Rats Album Version),Tunnel Rats,Tunnel Rats,257.09669,0.515670360738,0.313450781381,0
23798,Awaiting An Accident,Seed To Sun,Boom Bip,321.98485,0.650925370343,0.426570293215,2002
23799,Ballad Of Wendy Baker (Album Version),Changing Horses,Ben Kweller,238.65424,0.747718118117,0.545093052739,2009
23800,Rince Philib A Cheoil,An Diolaim,Clannad,113.34485,0.684627553919,0.455769040429,0
23801,A Ilha (Live),Dia De Concerto,Rio Grande,330.00444,0.439525349956,0.0,0
23802,Set Me Free,Comfort My People,Chrisinti,252.1073,0.49564166668,0.29982785942,0
23803,Not Your Concern (Album Version),Goodbye Blues,The Hush Sound,174.88934,0.839594053742,0.561586476512,2008
23804,Can't Hold Back,Can't Hold Back,Bellatrax feat. Tina Cousins,340.16608,0.56619411403,0.384112700752,0
23805,Une bouche végétale_ des créatures soufflent des sécrétions,Par noussss touss les trous de vos crânes!,Et Sans,1125.40689,0.390546085205,0.2364223372,2005
23806,My House,Dancefloor Killers EP,Loopin,353.2273,0.554981512699,0.384722598546,0
23807,La Kookaracha,Latin Moderns vol.2,Natur'Al & Lucia,204.66893,0.512829250313,0.359923771081,0
23808,Simples,O Poder Da Fe,Nelson Ned,147.22567,0.498663648578,0.321882689946,0
23809,Golden Ladder,More Than Forever,Gogi Grant,135.94077,0.420383008042,0.303733906513,0
23810,Hidden Camera Show,Tom McRae,Tom McRae,254.6673,0.68524582488,0.418892361681,2000
23811,Wing (Episode 2. Trouble Life),DnD Project With Sunday Seoul,DnD,253.64853,0.447479998258,0.31700742134,0
23812,reading together,I Am Sam,John Powell,96.49587,0.621124604054,0.424950415019,2002
23813,Summertime,Blue Sunday,Thomas Battenstein,257.64526,0.42562724003,0.0,0
23814,Age Of Desperation,Re-Cycled Vinyl Blues,Neil Innes,154.09587,0.489360046492,0.362113477639,1995
23815,Ain't No Way (LP Version),El Rayo-X,David Lindley,221.46567,0.443573900269,0.367741912205,0
23816,Not Tonight,All Prayed Up,Deportees,202.55302,0.619736275099,0.399595026799,2004
23817,Trip Dip,Underground Mayhem,SLAPBAK,231.18322,0.506406728766,0.325431178061,0
23818,Tangos Del Chavico,Calle Del Aire,Estrella Morente,188.13342,0.518140624894,0.409598775803,2001
23819,Unsatisfied,Shake Hands With The Future,Pluto,230.53016,0.571699052509,0.351371101849,1998
23820,Proc,Submissions 18,DJ Ogi,337.34485,0.496154766391,0.334211297157,0
23821,Physical,Messy Marv Presents Draped Up and Chipped Out,B-Legit and Clyde Carson of the Team | Betta Way,227.23873,0.606989090631,0.37453359054,0
23822,Skeeball Over The Ocean,Walking With Giants,Jacob Fred Jazz Odyssey,267.4673,0.572677946742,0.337774318664,2004
23823,I'm Right,Close Companions,D.C. Anderson,155.68934,0.403896816664,0.263261928406,0
23824,Strip Tease,X-Traordinaire,Gina X Performance,320.60036,0.483030554996,0.34272747206,2005
23825,Teachin' Blues,"#1 Tonite!",Bad Wizard,118.83057,0.477519272642,0.301700036249,2004
23826,Bright Lights,Searching For A Land,New Trolls,391.44444,0.493261799179,0.390217099617,1972
23827,The Chipmunk Song (Christmas Don't Be Late) (Kids Christmas Party),Kids Christmas Party,Dennis Scott,209.73669,0.579049482244,0.393513920412,0
23828,Watching You (Deadbeat Stalker Dub),Barefoot Wanderer,Jahcoozi,364.85179,0.57588235289,0.468220759114,2010
23829,Dile La Verdad,Solamente Exitos,Tito Rojas,341.55057,0.58695794964,0.385719206607,0
23830,Falling Into a Doze,The Invisible Pyramid: Elegy Box,Up-Tight,323.29098,0.502600854859,0.351943978196,2005
23831,In quelle trine morbide from Manon Lescaut,Great Soprano Arias,Kiri Te Kanawa,164.362,0.574604036395,0.423227627039,0
23832,Emetine And The Palaver Manager,The Carbon Copy Building,Bang On A Can,262.00771,0.491434008566,0.349735140532,0
23833,Ahora Bailo Yo,Encuentro De Charangas,Orquesta Sublime,162.95138,0.496244736606,0.304743659539,0
23834,The Rejection Remixes Maxi (Robbie D's Dance Jerk Mix),The Rejection Remixes Maxi,Dangerous Muse,298.68363,0.690744804598,0.418344014897,0
23835,69 Ways To Sing The Blues,Outside The Gates Of Eden,Rufus Zuphall,448.36526,0.343171395363,0.285329711458,0
23836,Teenage Heart,Rarities,Cock Sparrer,140.61669,0.640297003069,0.463679622734,1992
23837,That's Y They Do It,We're In This Together,Low Profile,271.43791,0.59264922318,0.301369012546,1989
23838,Next Level,The Street Preacher,Bloodstone,205.94893,0.567455855472,0.370107599869,0
23839,MUD (I Would) (Remastered),The Last Communique From The Weathermen ?,The Weathermen,208.50893,0.594395817716,0.366864400872,0
23840,The Time In Between,The Time In Between,AFTA-1,234.68363,0.541948474053,0.431784883008,0
23841,De Paris Un Caballero,Asi,Barbarito Diez,159.18975,0.409796620599,0.26634308162,0
23842,Dry & Heavy,Harder Than The Best,Burning Spear,206.49751,0.674237799591,0.465270210086,1985
23843,Grace Amazing (Album Version),Come Alive,Mark Schultz,245.36771,0.758388348812,0.543040119055,0
23844,Jag Ska Slåss I Dina Kvarter,Jag Ska Slåss I Dina Kvarter,Lasse Lindh,173.00853,0.591416287287,0.412150598695,0
23845,Prince Of Players,The Shoop Shoop Song,Betty Everett,162.53342,0.552905497255,0.425661248504,0
23846,Roy Rides,Short_ Sweet & Snappy,Roy Milton,170.16118,0.426419747891,0.376434368735,0
23847,East side story,Demo '89 & East side story EP,Maximum Penalty,146.18077,0.577674140616,0.37095529032,0
23848,Last Date,Vanguard Visionaries,Sandy Bull,155.01016,0.475524943093,0.335968914578,0
23849,Chakre 6 (Ajna),Chakres,Alexander V.Mogilco,581.58975,0.272396312643,0.240623488296,0
23850,Joe's Troubled Blues,The Complete Blue Horizon Sessions,Mississippi Joe Callicott,349.20444,0.277733328534,0.0,0
23851,Ship in the Attic,Ship in the Attic_ Birds in the Subway,The Red Thread,221.72689,0.486966522358,0.313699451746,2005
23852,Emmett Till Poem Snippet,True 2 Life: The Mixtape Volume 2,Cariña,100.10077,0.472252612521,0.298316078272,0
23853,Alright For Now,Caution,Hot Water Music,233.29914,0.690934859615,0.454855349872,2002
23854,Heaven Touch Me,Eden's Curse,Eden's Curse,326.05995,0.369914046185,0.346906647942,2007
23855,Hosçakal Sevgilim,Hanimeli,Rafet El Roman,245.05424,0.559777387618,0.426625022969,0
23856,One World (Not Three),Spirits In The Material World: A Reggae Tribute To The Police,Wailing Souls,233.56036,0.593262654756,0.372069058228,0
23857,United Brands,Innerside,Lunascape,275.61751,0.591656722151,0.403942035374,2008
23858,Trainsong Ver.02,Up Rock Possibilitys,Romanowski,174.81098,0.512053646694,0.317131776846,0
23859,Oh How I Love Jesus,In The Spirit,Ann Nesby,212.29669,0.44791395761,0.422575523417,0
23860,Redemption And Prayer,The Unicorn,Peter Grudzien,215.09179,0.415923000867,0.311353704286,0
23861,Talk To Me,Something Worth Leaving Behind,Lee Ann Womack,348.05506,0.723177018638,0.610442888326,2002
23862,I'm Blowin' Up,Knowledge Is King,Kool Moe Dee,295.8624,0.545866608602,0.375362434357,1989
23863,South Ferry Road,Both Sides Live,The Hooters,228.93669,0.620305452424,0.473071323658,1985
23864,Closer To The Stars,Black Gold: The Best Of Soul Asylum,Soul Asylum,232.38485,0.690080123787,0.466775621926,1986
23865,Sleeper (Full-Length),An Audio Guide To Everyday Atrocity,Nothingface,284.76036,0.626826234766,0.391805183618,1998
23866,Espaa Rhapsody,Strauss - An Der Schoenen Blauen Donau / Schumann - Concerto for Piano and Orchestra Op.54,Herbert Von Karajan,349.72689,0.668055686858,0.464152439053,0
23867,Tilt,A Different Ball Game,Bullitnuts,283.89832,0.481561611555,0.381343276938,1998
23868,Try It Baby,Anthology,Marvin Gaye,181.91628,0.780520618011,0.54084755902,1965
23869,Faro (Beacon),Solo,Gonzalo Rubalcaba,221.09995,0.5343922941,0.34517431864,2006
23870,You,BareNaked,Jennifer Love Hewitt,221.93587,0.60056202972,0.371731591793,2002
23871,My Heart Is Crying,Consolidated Mojo,Billy Boy Arnold,249.44281,0.480171399986,0.337732999502,0
23872,Cotton Woods,A Hawk And A Hacksaw,A Hawk And A Hacksaw,142.23628,0.676438326453,0.373805944654,2003
23873,Color Of Your Blues,Brand New By Tomorrow,Money Mark,200.69832,0.610986142059,0.50760086738,2007
23874,Dialog,Coreana,Megadrums,189.12608,0.327233191416,0.0637249864633,0
23875,Torn,NO NEED TO WORRY,Painbastard,393.84771,0.468083046526,0.444853248808,2007
23876,Sweet Harmony,Addicted To Bass 2010,Danny Byrd Feat. Liquid,361.7171,0.614672456344,0.483157779479,0
23877,Sweetest Pride,Along The Way,Sickboy,263.49669,0.510199577961,0.376174781738,0
23878,Introspection,Play Again,The Black Noodle Project,194.40281,0.472865302603,0.41120864755,2006
23879,Friendship,Anything Goes (Selections from the Cole Porter Musical),Judy Garland_ Johnny Mercer,155.0624,0.224193138422,0.394475832203,2001
23880,Pode Ser Você Meu Grande Amor,Volume 11,Leandro and Leonardo,225.59302,0.425336648456,0.341068836544,0
23881,Blue In The Face Again,Passing Stranger,Scott Matthews,70.66077,0.64651813002,0.468462556779,2006
23882,No Conspiracy At All,A Potion,Sioen,222.85016,0.56352883461,0.348600332057,2007
23883,Digital Rebel,L'altro mondo studios,The Creatures,259.49995,0.622324174201,0.434646636822,0
23884,Nothing Left Between Us,Z List Uber Star,John Askew,479.99955,0.567936369687,0.404046205389,0
23885,Weapon Of Choice,Weapon Of Choice,Black Rebel Motorcycle Club,170.31791,0.830676088193,0.574741931869,2007
23886,All Night Long,Classic Peter Frampton - The Universal Masters Collection,Peter Frampton,196.41424,0.744340397562,0.580437825837,1973
23887,Million Years Blues,Bluebird Blues - When The Sun Goes Down Series,Sonny Boy Williamson,182.72608,0.647986698476,0.379171985477,1995
23888,When A Man Loves A Woman (LP Version),Soul Song,Shirley Scott,417.2273,0.480448463654,0.391704972741,0
23889,Consequences ft. Vanessa Daou,The Logic Of Pleasure,Blank + Jones,412.29016,0.67140580732,0.45388744976,2008
23890,Evil Games,'82 Revisited,Angel Witch,284.44689,0.562876960142,0.383411297575,1985
23891,Too Young To Go Steady,This Time It's Love,Kurt Elling,303.98649,0.6277328317,0.477005136882,1998
23892,Brooklyn Scraps,The Illicit EP,Deadly Avenger,182.46485,0.560609427695,0.358883596119,0
23893,Tight Work,Take a Dirt Nap Vol. 1,Dirt Bag,269.66159,0.594244125482,0.340722994783,0
23894,Sinfonietta_ Op. 1: I. Poco presto ed agitato,Tippet_ Britten_ Arnold_ Berkeley_ Rawsthorne: Divertimentos & Sinfoniettas,English Chamber Orchestra,231.99302,0.457317952645,0.352761261054,0
23895,Somewhere Over The Rainbow,Hannah,Hannah Morris,246.15138,0.426212131679,0.36064219943,0
23896,All In Your Head (Album Version),Supercharger,Machine Head,245.73342,0.798800885196,0.548126125376,0
23897,Natt,Natt,Ismaël Lô,284.94322,0.549640024096,0.39579367811,1996
23898,Whatever you say,Love it!,Orange Sector,282.01751,0.531846884299,0.3897497484,1997
23899,Yarabitala,Alkibar,Afel Bocoum,371.98322,0.538967354479,0.368451632209,1999
23900,Bomwana,Zaïre-Ghana,Zaïko Langa-Langa,559.12444,0.393329885991,0.34048754648,0
23901,Laidu,Mouneïssa,Rokia Traoré,382.48444,0.580367094837,0.359662997254,1991
23902,Da Capo,Das Blaue Album,Udo Jürgens,262.32118,0.577903965344,0.398591697061,0
23903,Memorabilia,The Twelve Inch Singles,Soft Cell,459.72853,0.722052794544,0.516571320903,1981
23904,Goin' Down South,Burnside On Burnside,R.L. Burnside,344.37179,0.701180873608,0.473571876083,1994
23905,Listen To Your Friends,Kerrang! The Album '09,New Found Glory,199.70567,0.797966036566,0.548228209192,2009
23906,The Phoenix,Morning Star: Soul Of The Beast,V Sinizter,160.522,0.5116390551,0.282489878849,0
23907,I Had The Craziest Dream,Adam Wade's Greatest Hits,Adam Wade,154.43546,0.434375747097,0.329082495186,0
23908,The Drift,Food For Other Fish,The Mermen,182.38649,0.527435397221,0.360042336044,1989
23909,Gasoliner,Lollipop Machine / Gasoliner,Roman Salzger,402.65098,0.562146178605,0.26261748522,0
23910,The Actor,Two Weeks Last Summer,Dave Cousins,268.38159,0.456158796656,0.240707405773,2006
23911,Let It Be,Gospel Roots,Aaron Neville,246.49098,0.641420081441,0.508937606365,2005
23912,Non si reffa pt II,Acciaio,Centro13,238.07955,0.296210706356,0.0,0
23913,Vegetarian Restaurant,Young Forever,Aberfeldy,197.38077,0.620365294633,0.458266760585,2004
23914,Freedom,Ballast,Damon Aaron,187.45424,0.504023494269,0.316290501867,2005
23915,Gloomy Love (Gloomy Morning),Two Sides Of Susan,Susan Cadogan,224.31302,0.760841534239,0.396204737053,0
23916,Major Tom (völlig losgelöst 2004),Sommer Hit Festival 2004 - CD Set,Peter Schilling,214.25587,0.576320107655,0.433070329198,0
23917,Born unto fire and passion,Beware the Heavens,SINERGY,106.39628,0.615439427746,0.370514197385,1999
23918,I Think It'S Gonna Rain Today,Nightsong,Sidsel Endresen & Bugge Wesseltoft,253.09995,0.470897008591,0.402921655954,1995
23919,Retribution Of Holy Trinity,Hymns to the Fallen V,Enthroned,418.79465,0.59341604878,0.395709547708,0
23920,Something Good,"12"" Dance",Utah Saints,354.53342,0.658655083143,0.395110056867,1992
23921,Makin' Money In Chile,The Best of Country Joe McDonald,Country Joe McDonald,191.32036,0.537266845663,0.358283734311,0
23922,Fantastic Hawk,Fantastic Hawk,Bottom Of The Hudson,167.83628,0.498758408114,0.3584235862,2007
23923,I Like It,Taking The Long Way,Dixie Chicks,274.05016,0.827409365182,0.57690228099,2006
23924,Luv' Bit,Triple Zero +,Le Peuple de L'Herbe,69.0673,0.633206407152,0.403826639178,2001
23925,I Told Grace,Imperial Hearts,California Oranges,215.03955,0.424202828028,0.255410309434,0
23926,Such A Funny Night,Best Of,Aphrodite's Child,273.08363,0.560673545833,0.478761015775,1969
23927,Kite [Start],Sun Yan-Zi Start Concert,Sun Yan-Zi,162.32444,0.475027800815,0.378413813554,0
23928,Monkey Song,Spotlight On The Big Bopper,Big Bopper,132.80608,0.593812373209,0.400486926741,0
23929,U.S.D,Vio-logic,Koyi K Utho,237.21751,0.54427030463,0.359756588523,2007
23930,Blues for Basie,Just Feelin',McCoy Tyner,410.22649,0.653019141774,0.429925636581,1989
23931,Full Circle,3rd Force,3rd Force,284.99546,0.506117417791,0.350255394731,0
23932,Crime And Horror,Dracula's Music Cabinet,The Vampires Of Dartmoore,176.48281,0.0,0.208965318665,0
23933,Elzick's Farewell,Red Dog Tracks,Chip Taylor_ Carrie Rodriguez,372.03546,0.410494824123,0.331198134538,2007
23934,Christmas Is Here,Christmas Spirit,Donna Summer,203.54567,0.766590709421,0.51876584519,1994
23935,One More Try,A Poem About Ms. Doss,Conya Doss,206.47138,0.621416659988,0.467804021094,0
23936,Because Of Love,Janet,Janet Jackson,260.88444,0.881694731307,0.568201421807,1993
23937,Eli Eli Lamma Sabachtani,Sangue Puro,Les Georges Leningrad,227.21261,0.549719565634,0.329745490097,2006
23938,Amurin aallot,20 suosikkia / Vanhan kartanon kehräävä rukki,Teijo Joutsela and Humppa-Veikot,209.31873,0.0477750814125,0.0,0
23939,Deep Dive,Deep Dive,Wild Palms,298.52689,0.548114055451,0.437471305804,0
23940,The Killing Ground (Excerpt) (2010 Digital Remaster),Recoil: Selected,Recoil,342.12526,0.655268029333,0.409040618035,0
23941,Sweet Potato,Cherry Pie,Marvin & Johnny,117.13261,0.384746172527,0.29067296293,2000
23942,Coughing Up Blood,Don't Believe,New Mexican Disaster Squad,156.94322,0.59228633623,0.394549580386,2006
23943,Ignorance of the elevated,In for the kill,Inhume,142.47138,0.502744114634,0.355432289108,2003
23944,Someone Like You,ONE FINE DAY  MUSIC FROM THE MOTION PICTURE,Shawn Colvin,251.68934,0.685502832087,0.44673296759,1996
23945,Mass Effect (Original Mix),Mass Effect,THOMAS DATT,473.15546,0.514830398319,0.36119775575,0
23946,Steal Away,Live In Chicago,Big Jack Johnson,314.98404,0.4499172083,0.3474642161,0
23947,Too Much Too Soon,Anthology: Israelites 1963 - 1999,Desmond Dekker & The Aces,161.27955,0.643100435344,0.442683188146,1993
23948,Rock,Rock,Revolution United,382.24934,0.334999924025,0.218148779693,0
23949,Take It 2 Da Club (Soul and R&B),Full Circle,Willie Clayton,236.82567,0.467054184666,0.37455792648,0
23950,Les Moments Perdus,La vie en Funk,Captain Mercier,258.40281,0.504905226988,0.202525344105,2002
23951,Demolition Man,Ghost In The Machine,The Police,355.76118,0.790367908794,0.615454461554,1981
23952,A te életed,Magyarország rémálma,Dopeman,239.882,0.488813340633,0.284789587643,0
